INDEX_COLUMN_x,IDX,name_x,address_x,postcode_x,company_x,job_x,phone_number_x,email_x,user_name_x,ip_address_x,credit_card_number_x,date_x,total_int_x,total_float_x,total_int1_x,total_int2_x,total_int3_x,INDEX_COLUMN_y,name_y,address_y,postcode_y,company_y,job_y,phone_number_y,email_y,user_name_y,ip_address_y,credit_card_number_y,date_y,total_int_y,total_float_y,total_int1_y,total_int2_y,total_int3_y
560,f8c60583d88ad1863c978f1c23c6780b4b7bd72310d8db71ecc8f01a15869ed6,최동현,충청북도 김포시 잠실로 (광수이동),97158,주식회사 김,학습지 및 방문 교사,053-253-0291,dgim@dreamwiz.com,hanyeongceol,10.21.29.167,346076973817870,1978-02-22,25,2.339394103,84763,602,6166,560,최동현,충청북도 김포시 잠실로 (광수이동),97158,주식회사 김,학습지 및 방문 교사,053-253-0291,dgim@dreamwiz.com,hanyeongceol,10.21.29.167,346076973817870,1978-02-22,25,2.339394103,84763,602,6166
561,c164cf7035f7b40a97106cd26d1fbb21257395be51d945fe6e8d170f8943df21,박상철,인천광역시 관악구 서초중앙2길,25346,김최,기타 섬유 및 가죽 관련 기능 종사원,070-4977-1332,baghayun@joyango.kr,jihyeon03,192.168.196.81,4954613789585047,1987-01-25,9,5.584,493991,181,5955,561,박상철,인천광역시 관악구 서초중앙2길,25346,김최,기타 섬유 및 가죽 관련 기능 종사원,070-4977-1332,baghayun@joyango.kr,jihyeon03,192.168.196.81,4954613789585047,1987-01-25,9,5.584,493991,181,5955
562,aca5e060b181d52b601dc74e59169a9367cd8d309e5f4fa9c92dfea9f6630364,송성민,서울특별시 중구 영동대9거리 (서영김김읍),87430,이김김,기타 문리/기술 및 예능 강사,064-763-8745,hanseongho@jusighoesa.kr,ogjago,10.31.189.243,213166782108387,1996-05-20,69,1.6871588439,317759,966,1153,562,송성민,서울특별시 중구 영동대9거리 (서영김김읍),87430,이김김,기타 문리/기술 및 예능 강사,064-763-8745,hanseongho@jusighoesa.kr,ogjago,10.31.189.243,213166782108387,1996-05-20,69,1.6871588439,317759,966,1153
563,7f9e9232d26a9e240078d0db1a606527e528ebe8a9b5c756e6bb789cb8d68b2a,이재현,경기도 화성시 백제고분거리 (수진심리),97381,(주) 윤이구,화학물 가공장치 조작원,064-774-8830,gyeongsugcoe@daum.net,hanjunseo,10.135.189.1,4371856158804508,1983-03-14,68,5.486815,348688,166,9792,563,이재현,경기도 화성시 백제고분거리 (수진심리),97381,(주) 윤이구,화학물 가공장치 조작원,064-774-8830,gyeongsugcoe@daum.net,hanjunseo,10.135.189.1,4371856158804508,1983-03-14,68,5.486815,348688,166,9792
564,92c25c70925b616b031e8b7a9ecbbc82c4b151e6ba72b89feb8bc3622b2f2a5d,이건우,광주광역시 종로구 강남대길 (정호손서면),21286,최최김,건설 및 광업기계 설치 및 정비원,044-350-6197,gimeunji@ijangsin.kr,eunjii,172.17.154.136,5456018211214432,1984-09-18,71,2.64396861471,505973,568,2755,564,이건우,광주광역시 종로구 강남대길 (정호손서면),21286,최최김,건설 및 광업기계 설치 및 정비원,044-350-6197,gimeunji@ijangsin.kr,eunjii,172.17.154.136,5456018211214432,1984-09-18,71,2.64396861471,505973,568,2755
565,557bcd2be3de6b523b43aeaaf8f44e26fcfb8506a4a2af3e4c3842407d7afc93,김도윤,울산광역시 종로구 삼성길 (동현이박동),80186,주식회사 김,판금원,054-897-1963,haeunbag@ibaegi.com,yejigang,192.168.178.64,2241672196455308,2008-07-25,3,1.1,95502,734,1489,565,김도윤,울산광역시 종로구 삼성길 (동현이박동),80186,주식회사 김,판금원,054-897-1963,haeunbag@ibaegi.com,yejigang,192.168.178.64,2241672196455308,2008-07-25,3,1.1,95502,734,1489
566,faa3ac9cc5eb3f180cfd1f25e9311ca5b07d9ca733f9a3569f1b90de57eb7486,이상철,대전광역시 중랑구 양재천955가,72879,이박이,우편물 집배원,061-605-6483,seonghunhwang@hanmail.net,jihucoe,10.128.95.22,38259514823036,2014-05-20,58,2.375579,544380,762,7099,566,이상철,대전광역시 중랑구 양재천955가,72879,이박이,우편물 집배원,061-605-6483,seonghunhwang@hanmail.net,jihucoe,10.128.95.22,38259514823036,2014-05-20,58,2.375579,544380,762,7099
567,8fd389ed85aad895744ec7452be2b1d6224e954b66f023aed3856835b7880b43,황미정,대구광역시 서대문구 백제고분거리,70598,최황,기타 서비스관련 단순 종사원,02-8227-9710,seonghyeon14@gmail.com,mcoe,172.26.120.249,2397145751290495,1976-07-22,51,1.79853575616,533041,348,625,567,황미정,대구광역시 서대문구 백제고분거리,70598,최황,기타 서비스관련 단순 종사원,02-8227-9710,seonghyeon14@gmail.com,mcoe,172.26.120.249,2397145751290495,1976-07-22,51,1.79853575616,533041,348,625
568,c569b6d4cc66d860443b32d3e37a4004ab91faa6bdc230f51d9d15785579f424,박명숙,부산광역시 성북구 역삼1거리 (광수이구읍),88856,유한회사 김이황,비서,044-721-6407,agim@ju.org,gimjia,192.168.207.5,3539439307126072,1970-03-26,61,3.89,351779,716,4882,568,박명숙,부산광역시 성북구 역삼1거리 (광수이구읍),88856,유한회사 김이황,비서,044-721-6407,agim@ju.org,gimjia,192.168.207.5,3539439307126072,1970-03-26,61,3.89,351779,716,4882
569,103d5ae51bd12cab02a23dd45c25e2c537ab8d0efbd381a3961a69c480fe1b3f,이현주,충청남도 시흥시 가락거리,63014,이안최,시각 디자이너,063-985-4239,areumgim@hotmail.com,anseongmin,172.29.119.67,3507148544107385,1983-06-13,2,7.3295964,796985,54,4753,569,이현주,충청남도 시흥시 가락거리,63014,이안최,시각 디자이너,063-985-4239,areumgim@hotmail.com,anseongmin,172.29.119.67,3507148544107385,1983-06-13,2,7.3295964,796985,54,4753
570,bf13bcd61fd2d2e3fb1ba143b5eecd99730f5d2c394e024a440854d7bc590e6b,김지영,전라북도 당진시 선릉96가,34662,김박김,환경 미화원 및 재활용품 수거원,032-891-5184,jeongja13@hotmail.com,qbag,172.29.126.103,36002491052076,2021-04-26,70,1.395161,963269,372,8902,570,김지영,전라북도 당진시 선릉96가,34662,김박김,환경 미화원 및 재활용품 수거원,032-891-5184,jeongja13@hotmail.com,qbag,172.29.126.103,36002491052076,2021-04-26,70,1.395161,963269,372,8902
571,1fc0c04ce8f19db25940bf2e1875cca6ae299bd580b5fe01e39c5341c5f529fe,이준서,인천광역시 동작구 서초대276길,6976,이최,장례 상담원 및 장례 지도사,044-092-8477,iyeonghwan@live.com,ryuyeonghyi,172.30.41.196,5131337718901769,1991-09-12,22,6.2,102995,91,6020,571,이준서,인천광역시 동작구 서초대276길,6976,이최,장례 상담원 및 장례 지도사,044-092-8477,iyeonghwan@live.com,ryuyeonghyi,172.30.41.196,5131337718901769,1991-09-12,22,6.2,102995,91,6020
572,17c3065fa37d2793894fd382e3d1be3902c3c73a577f091e387f197b05495596,배수민,서울특별시 구로구 양재천거리,69177,유한회사 이양김,전산 자료 입력원 및 사무 보조원,033-031-2027,sjang@naver.com,jeonghungim,10.54.116.112,180055349686911,2005-08-05,89,1.88810438212,543307,728,1210,572,배수민,서울특별시 구로구 양재천거리,69177,유한회사 이양김,전산 자료 입력원 및 사무 보조원,033-031-2027,sjang@naver.com,jeonghungim,10.54.116.112,180055349686911,2005-08-05,89,1.88810438212,543307,728,1210
573,b07b32ad3b6cfe20a7fcc9cfd9003731cd86ab42a623e05670f048cc0576824b,이성호,전라남도 용인시 처인구 개포89거리 (지영장이면),75916,이김,철로 설치 및 보수원,062-378-3058,ocoe@yuhanhoesa.kr,gimeunji,172.18.193.227,30120539879155,1982-01-16,56,2.9116,771451,201,1087,573,이성호,전라남도 용인시 처인구 개포89거리 (지영장이면),75916,이김,철로 설치 및 보수원,062-378-3058,ocoe@yuhanhoesa.kr,gimeunji,172.18.193.227,30120539879155,1982-01-16,56,2.9116,771451,201,1087
574,ec31b02cbcff92c570d412bb2aebb76cc64eb4f4bb5986da454edccf17c39d78,최하윤,서울특별시 양천구 언주024가,71741,손윤류,소년보호관 및 교도관,02-6403-2080,gimmyeongsug@daum.net,jinu24,10.97.206.88,379032516980907,2010-08-21,37,6.3784,627312,487,4338,574,최하윤,서울특별시 양천구 언주024가,71741,손윤류,소년보호관 및 교도관,02-6403-2080,gimmyeongsug@daum.net,jinu24,10.97.206.88,379032516980907,2010-08-21,37,6.3784,627312,487,4338
575,a71141c6488b19fe8160f303cb66955f1894905ea5f7132c5a3bcf7b091419ef,홍영일,경기도 연천군 도산대로,43026,유한회사 김박장,귀금속 및 보석 세공원,061-360-0503,xi@yu.kr,seongjin89,10.94.57.215,372296644979597,1991-06-01,44,1.15,602351,55,2481,575,홍영일,경기도 연천군 도산대로,43026,유한회사 김박장,귀금속 및 보석 세공원,061-360-0503,xi@yu.kr,seongjin89,10.94.57.215,372296644979597,1991-06-01,44,1.15,602351,55,2481
576,783379b0a138aae34a4ff9b8c9227c74dbc4c423ebb5e414e8d500012e806b6d,정서영,충청남도 포천시 석촌호수길,82390,김이황,목제품 제조관련 종사원,010-8423-5321,gimmisug@hotmail.com,honghyejin,10.99.228.184,30378787912934,1982-11-13,30,3.7696122790574,158551,576,7146,576,정서영,충청남도 포천시 석촌호수길,82390,김이황,목제품 제조관련 종사원,010-8423-5321,gimmisug@hotmail.com,honghyejin,10.99.228.184,30378787912934,1982-11-13,30,3.7696122790574,158551,576,7146
577,b29a6bde00e3b7845579007d5cbcbcad6bcb29490f0d9dd22d3e8442987d6f9f,권성호,인천광역시 동작구 도산대90거리,62014,(유) 이손신,토목공학 기술자,032-846-1174,egweon@baggang.kr,munjia,172.30.42.210,4084678969029259,1991-05-21,50,7.346,424894,14,449,577,권성호,인천광역시 동작구 도산대90거리,62014,(유) 이손신,토목공학 기술자,032-846-1174,egweon@baggang.kr,munjia,172.30.42.210,4084678969029259,1991-05-21,50,7.346,424894,14,449
578,99e696a527c525bddd9415f0ae9b573c2d6612df90be3b468c32c299e4a29485,김예준,광주광역시 종로구 백제고분3거리,68067,(주) 김박최,목제품 제조관련 종사원,02-0765-3959,gimjeongsu@daum.net,sanghun10,192.168.52.64,577078743025,2004-10-27,53,4.372379229,773197,524,321,578,김예준,광주광역시 종로구 백제고분3거리,68067,(주) 김박최,목제품 제조관련 종사원,02-0765-3959,gimjeongsu@daum.net,sanghun10,192.168.52.64,577078743025,2004-10-27,53,4.372379229,773197,524,321
579,ae6acec7395f133876513865260d20904776c7847e93e0e0d083c83d772b943d,박정희,경기도 여주시 오금길 (현우곽읍),31234,노심남,선박 및 열차 객실승무원,041-993-8749,jgang@live.com,songgyeongsu,192.168.19.1,4460822442859551,2003-11-21,74,1.674288902,939770,303,8404,579,박정희,경기도 여주시 오금길 (현우곽읍),31234,노심남,선박 및 열차 객실승무원,041-993-8749,jgang@live.com,songgyeongsu,192.168.19.1,4460822442859551,2003-11-21,74,1.674288902,939770,303,8404
580,6cebd6636d3e1b7e4c2f168b6dcc4a948ce7825d18bef855100a609c078f0f12,최영진,전라남도 부천시 원미구 논현4거리,20709,유한회사 송,인쇄기 조작원,032-977-3786,di@ijangi.kr,fgim,10.99.164.163,36449063387465,1972-11-26,57,6.9,524347,39,237,580,최영진,전라남도 부천시 원미구 논현4거리,20709,유한회사 송,인쇄기 조작원,032-977-3786,di@ijangi.kr,fgim,10.99.164.163,36449063387465,1972-11-26,57,6.9,524347,39,237
581,122ced4a47cc264dc98b7f9d2c9bbd92c18e1f7f766671a72e4a04ef07736253,김수진,경상북도 옥천군 선릉1가,41171,(주) 이류오,방수공,02-6278-7079,seonghogim@live.com,baehyeonju,192.168.202.10,4708677656550535954,1973-05-20,21,8.818080745,800218,268,2068,581,김수진,경상북도 옥천군 선릉1가,41171,(주) 이류오,방수공,02-6278-7079,seonghogim@live.com,baehyeonju,192.168.202.10,4708677656550535954,1973-05-20,21,8.818080745,800218,268,2068
582,a1b2d04ad11d829313b033d2605cefb3b13ae3def7232762b3b74fa19540d85e,고영진,제주특별자치도 충주시 개포가 (승현이노마을),28084,양이강,상담 전문가 및 청소년 지도사,061-621-1665,tryu@live.com,igim,10.184.22.144,4443748167981544382,1998-10-15,76,5.66488,220553,47,3053,582,고영진,제주특별자치도 충주시 개포가 (승현이노마을),28084,양이강,상담 전문가 및 청소년 지도사,061-621-1665,tryu@live.com,igim,10.184.22.144,4443748167981544382,1998-10-15,76,5.66488,220553,47,3053
583,f2a9ada31f1c5887861795e0083c58f6400487b554b2bacdcfb469b430448a9b,최중수,울산광역시 구로구 언주로,42280,(주) 유안임,임상병리사,052-981-9088,oi@hotmail.com,yeongsugu,172.26.209.153,4093726443562699,1974-08-26,8,1.644,394008,910,7917,583,최중수,울산광역시 구로구 언주로,42280,(주) 유안임,임상병리사,052-981-9088,oi@hotmail.com,yeongsugu,172.26.209.153,4093726443562699,1974-08-26,8,1.644,394008,910,7917
584,40019e675f757056cc86592450fe70c014a03c6f8295fa069e7f63bbe1a43182,박영호,울산광역시 남구 선릉거리,71726,(주) 박김장,홍보 도우미 및 판촉원,044-058-3575,vbaeg@jusighoesa.com,kgang,192.168.170.131,213184932195394,2004-10-09,15,8.8039,73408,863,7384,584,박영호,울산광역시 남구 선릉거리,71726,(주) 박김장,홍보 도우미 및 판촉원,044-058-3575,vbaeg@jusighoesa.com,kgang,192.168.170.131,213184932195394,2004-10-09,15,8.8039,73408,863,7384
585,87ba482a312af6da63c30ceaf0b3e42744f402c998d8d1b3c6dbd4535df2508e,오지연,경기도 양평군 학동가,42325,황주,상품 대여원,061-068-2184,jeonghogang@igimim.kr,coejinu,10.180.81.157,503803525289,1978-01-27,41,2.778,309381,929,5831,585,오지연,경기도 양평군 학동가,42325,황주,상품 대여원,061-068-2184,jeonghogang@igimim.kr,coejinu,10.180.81.157,503803525289,1978-01-27,41,2.778,309381,929,5831
586,17c921b9406d112959cf3bb7986b93b0c63b72ce12ec4cd9bf1213b23374cff8,나예은,경상북도 용인시 기흥구 오금로,71604,최김안,바텐더,062-176-7553,junho23@seogim.kr,ojang,172.18.103.105,30524442063684,2019-10-27,99,8.221875790344,80200,910,4601,586,나예은,경상북도 용인시 기흥구 오금로,71604,최김안,바텐더,062-176-7553,junho23@seogim.kr,ojang,172.18.103.105,30524442063684,2019-10-27,99,8.221875790344,80200,910,4601
587,ab7b77748e38419cdd07ac54fe95d449e0d210a734b6ba6579320d785fd04715,이은주,부산광역시 은평구 개포066거리,39952,윤이,화물열차 차장 및 관련 종사원,070-9050-0108,simareum@gmail.com,yeongsigbag,10.30.90.35,5413940384439888,1985-10-03,36,8.1267308,424495,975,2194,587,이은주,부산광역시 은평구 개포066거리,39952,윤이,화물열차 차장 및 관련 종사원,070-9050-0108,simareum@gmail.com,yeongsigbag,10.30.90.35,5413940384439888,1985-10-03,36,8.1267308,424495,975,2194
588,09e820e20e78bbf289a5b777cf9a279a7469ae4fe7442f029936a4323672e16b,신하은,서울특별시 도봉구 압구정길 (정순박리),14131,유한회사 한,출납창구 사무원,031-028-0746,seonghyeongim@nate.com,yeeun65,172.29.223.225,4814851359420217,2013-05-28,34,6.304279,539918,124,9052,588,신하은,서울특별시 도봉구 압구정길 (정순박리),14131,유한회사 한,출납창구 사무원,031-028-0746,seonghyeongim@nate.com,yeeun65,172.29.223.225,4814851359420217,2013-05-28,34,6.304279,539918,124,9052
589,b541fa98df0997daff83a8abed98e3fe3c182cffc2589a996c53531494e5b53b,이지현,대구광역시 북구 역삼989로,14957,(주) 오,주차 관리원 및 안내원,044-287-4881,gimyeonggil@gimijeong.com,hyeonjeong89,10.203.59.137,4527850699810097194,2009-09-05,94,1.69,75472,63,3612,589,이지현,대구광역시 북구 역삼989로,14957,(주) 오,주차 관리원 및 안내원,044-287-4881,gimyeonggil@gimijeong.com,hyeonjeong89,10.203.59.137,4527850699810097194,2009-09-05,94,1.69,75472,63,3612
590,1b4597de78e8a898980152fa7b89053c1ea864f7f2bd8be57787eca82942e616,김성훈,경상남도 원주시 잠실로,35400,황김,성직자,017-372-9188,ihayun@nate.com,hyejin36,192.168.168.161,4394719825114078,1971-05-26,93,8.5152750686,480522,940,1673,590,김성훈,경상남도 원주시 잠실로,35400,황김,성직자,017-372-9188,ihayun@nate.com,hyejin36,192.168.168.161,4394719825114078,1971-05-26,93,8.5152750686,480522,940,1673
591,792ae24985b05e95d8340b714657cbca911c272a72020696902d4ea4e8ab30bb,오민재,전라남도 예산군 봉은사거리,63854,주식회사 김,장학관/연구관 및 교육 관련 전문가,041-564-7842,ri@ju.kr,jaeho70,10.22.15.147,4406627655423608545,1992-02-15,13,3.61662258353,397639,278,8169,591,오민재,전라남도 예산군 봉은사거리,63854,주식회사 김,장학관/연구관 및 교육 관련 전문가,041-564-7842,ri@ju.kr,jaeho70,10.22.15.147,4406627655423608545,1992-02-15,13,3.61662258353,397639,278,8169
592,ce42ad5a3e4ae3dc6f9b6e96038fd7188e5767eca43587665a53078f54b58c7a,이민지,경상북도 청양군 테헤란60거리,61201,(주) 김,음료 제조관련 기계 조작원,064-757-9698,ogsunhwang@icoehong.kr,caeweon67,10.17.139.152,4619775013282239317,2003-05-05,18,8.9185,223408,913,6996,592,이민지,경상북도 청양군 테헤란60거리,61201,(주) 김,음료 제조관련 기계 조작원,064-757-9698,ogsunhwang@icoehong.kr,caeweon67,10.17.139.152,4619775013282239317,2003-05-05,18,8.9185,223408,913,6996
593,94ee85d5d5c067674435805b13aecdfdc3dd84823682de8132ca9794f2431cd2,이명자,인천광역시 구로구 잠실로 (정훈이노면),84931,(유) 김,생명과학 연구원,041-859-1262,seoyeon12@jusighoesa.net,yi,192.168.176.32,566234964385,1977-06-20,62,7.3900090902,495996,793,2060,593,이명자,인천광역시 구로구 잠실로 (정훈이노면),84931,(유) 김,생명과학 연구원,041-859-1262,seoyeon12@jusighoesa.net,yi,192.168.176.32,566234964385,1977-06-20,62,7.3900090902,495996,793,2060
594,e3589547708712692bda5fc8decfa243f61bc10be8f7309bebd383de20fc72ef,강은경,인천광역시 성동구 삼성거리,92909,이배류,교육 관리자,044-605-3538,minsu55@ju.com,iseonghun,172.30.104.170,4299192316462578,1995-10-10,35,8.408106003,501248,394,7429,594,강은경,인천광역시 성동구 삼성거리,92909,이배류,교육 관리자,044-605-3538,minsu55@ju.com,iseonghun,172.30.104.170,4299192316462578,1995-10-10,35,8.408106003,501248,394,7429
595,19388cfbaa8fbc1ee90868347082509693fd70ad3dcf02b760659a6954bd1a2f,이상호,광주광역시 관악구 학동가 (옥순안리),37879,(주) 황,사진인화 및 현상기 조작원,070-9018-8424,hwangseonghun@daum.net,qi,172.18.12.34,3572624554735505,2018-08-17,25,1.69707796,332712,574,5145,595,이상호,광주광역시 관악구 학동가 (옥순안리),37879,(주) 황,사진인화 및 현상기 조작원,070-9018-8424,hwangseonghun@daum.net,qi,172.18.12.34,3572624554735505,2018-08-17,25,1.69707796,332712,574,5145
596,19b063ac5c43f796227664ca2e6f2959bf24dd25f5b9d562561d7798b99d8c9f,박영숙,경상북도 양양군 서초중앙로 (성현정마을),78564,이곽이,건축 도장공,042-854-9271,myeongjagim@daum.net,hayuni,192.168.71.21,4777265693014674,1978-02-16,68,8.54511399417,432153,511,5534,596,박영숙,경상북도 양양군 서초중앙로 (성현정마을),78564,이곽이,건축 도장공,042-854-9271,myeongjagim@daum.net,hayuni,192.168.71.21,4777265693014674,1978-02-16,68,8.54511399417,432153,511,5534
597,c53019bb498400fb76f8e46b70a834ea1fa4fa44e127f380e4c36af4849f60da,백아름,경상북도 태백시 압구정로 (정수송동),11644,(유) 김,배우 및 모델,011-777-0248,ohan@jusighoesa.com,pbag,10.170.184.167,3513683988256761,2018-03-22,34,7.153831,815402,175,7132,597,백아름,경상북도 태백시 압구정로 (정수송동),11644,(유) 김,배우 및 모델,011-777-0248,ohan@jusighoesa.com,pbag,10.170.184.167,3513683988256761,2018-03-22,34,7.153831,815402,175,7132
